,EQ,EQ,EQ,EQ,EQ,EQ,EQ,EQ,EM,EQ,EQ,EQ,RE,EQ,RE,EQ,EM,RE,EQ,EM,EQ,FI,FI,FI,FI,FI,FI,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,MACRO,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV1,IV2,IV2,IV2,IV2,IV2,IV2,IV2,IV2,IV2
2014-12-31,256.3782,81.7002,25.4023,48.2175,82.3759,63.4602,94.3632,51.3,50.342,70.6328,70.257,49.7121,123.3792,62.7894,142.3017,103.4476,3.0198,148.1404,40.2045,40.7069,58.0972,166.4289,164.7469,151.5111,194.0265,105.3313,199.73529,0.11,234.718,5.04,2.17,17254.744,1.85,5.7,47.22,1.16208,37.36,27.0,21.2,18.21,15.24,12.66,11.27,10.97,12.9,32.56,24.18,19.64,17.43,15.25,13.19,11.85,11.59,11.95
2015-01-31,248.7819,82.2105,23.6355,46.5266,83.448,62.8451,90.0598,52.44,47.2309,72.2782,67.7611,50.191,130.4281,61.639,151.6319,100.3621,3.0198,158.8333,39.1884,38.5187,58.3704,171.8076,168.1281,158.0296,213.0717,105.9923,207.22892,0.11,235.236,5.37,1.68,17397.029,1.96,5.5,50.58,1.27322,38.53,28.31,23.71,21.27,18.73,16.08,14.2,13.8,14.2,33.31,25.98,22.06,20.09,18.13,16.13,14.36,12.91,12.94
2015-02-28,262.7645,87.4208,25.0119,50.2464,87.0259,65.4495,94.1963,56.37,48.7039,67.6561,71.3869,53.3108,127.0402,66.5505,146.0745,107.8307,3.0198,152.6531,42.3191,40.6813,61.8675,169.5937,166.6239,154.1237,199.9942,105.6842,204.28521,0.11,236.005,4.43,2.0,17397.029,2.01,5.4,47.82,1.25149,31.18,20.98,15.7,13.58,10.97,8.9,8.72,8.68,12.11,28.7,20.5,16.59,14.65,12.59,10.52,9.64,9.82,10.39
2015-03-31,258.6274,86.17200000000003,24.8563,48.5194,87.5822,64.1727,93.0989,57.19,43.1837,66.9779,69.5673,52.7909,128.4228,63.2846,148.7871,105.5955,3.0198,155.7502,41.7137,37.5589,60.4741,168.7765,167.2492,155.4451,202.1861,105.9476,204.68927,0.12,236.156,4.82,1.94,17397.029,1.92,5.4,54.45,1.2685799999999998,28.82,22.04,18.4,16.5,13.8,10.91,9.76,10.66,14.27,27.91,21.52,18.35,16.49,14.34,11.98,10.31,10.02,11.14
2015-04-30,261.1707,89.3143,24.877,49.8542,86.6267,63.6855,99.2191,58.7,49.8465,66.6614,69.3926,53.9676,122.238,65.4122,140.0238,107.678,4.2634,146.5404,42.4453,41.206,62.9466,169.9206,166.7079,154.4597,195.2558,105.9809,202.25775,0.12,236.974,4.59,2.05,17438.802,2.18,5.6,59.27,1.20766,30.6,21.29,17.32,15.12,12.9,10.47,9.25,9.29,12.3,26.96,20.36,17.02,15.26,13.53,11.6,9.89,9.39,10.42
2015-05-31,264.5283,89.4889,25.3615,50.7791,90.5298,64.2385,94.0709,59.57,44.4227,67.0835,69.6172,53.6256,121.8332,65.6587,139.9766,109.586,4.2634,146.2015,41.4652,38.2115,63.1106,168.2119,165.9797,153.8182,190.6289,106.025,199.99508,0.13,237.68400000000003,4.52,2.12,17438.802,2.34,5.3,59.82,1.24538,30.01,21.28,17.07,14.84,12.12,9.37,8.75,9.47,11.66,27.06,19.93,16.52,14.69,12.59,10.32,8.98,9.21,10.03
2015-06-30,259.1609,86.6994,25.2466,48.6924,90.1757,63.0602,90.7994,58.76,45.9566,63.0742,67.7704,52.2664,116.4806,63.067,133.8157,104.8764,4.2634,139.151,40.7099,38.5401,60.913,166.4883,164.1939,151.3108,182.8713,106.0585,196.23138,0.13,238.053,5.0,2.35,17438.802,2.29,5.2,50.9,1.24944,35.46,26.0,21.4,19.02,15.93,12.52,11.02,11.51,13.1,30.39,23.14,19.6,17.59,15.26,12.79,11.07,10.69,11.13
2015-07-31,265.0151,88.461,26.1061,50.0802,92.8425,66.6504,83.8167,59.32,40.2348,66.9232,67.9709,53.8676,122.2475,59.8869,141.7292,106.4989,4.2634,147.9712,40.404,35.087,62.3895,167.3798,165.611,153.6102,191.1906,106.1056,197.86644,0.14,238.028,5.36,2.2,17456.225,2.1,5.1,42.87,1.3091,27.48,18.9,14.49,12.23,10.19,7.83,8.48,10.49,12.2,25.53,18.48,15.25,13.51,11.86,10.01,8.56,8.44,9.36
2015-08-31,248.8624,81.8926,24.2628,47.3163,85.4481,62.6761,80.2528,55.6,34.8917,64.5955,64.2979,50.1502,115.141,56.5114,133.3558,99.9982,4.2634,139.6169,39.6393,31.6856,57.9739,165.7899,165.0543,153.7312,189.8687,106.0531,196.22711,0.14,237.506,5.7,2.21,17456.225,2.15,5.0,45.48,1.31397,44.15,33.88,28.75,26.06,23.1,19.77,17.12,16.51,17.45,38.68,30.64,26.31,24.22,22.08,19.76,17.45,14.94,15.29
2015-09-30,242.5338,78.2739,23.583,46.6704,80.5793,62.9247,74.4948,52.43,30.7826,66.4834,62.8882,47.8111,116.9955,52.3235,137.8717,98.6279,4.2634,145.0086,37.7437,29.2413,55.4387,164.9232,166.3932,156.158,193.5997,106.3657,198.55811,0.12,237.781,6.62,2.06,17456.225,2.05,5.0,46.22,1.3313,38.44,29.32,25.94,23.86,21.2,18.41,16.31,14.42,15.52,33.5,27.03,23.72,21.9,19.9,17.75,15.84,14.2,14.16
2015-10-31,263.1637,83.4494,25.0608,51.5738,86.7964,66.5116,82.8085,56.52,32.0729,67.1899,68.4094,51.3058,124.2675,59.3488,145.8556,109.3381,4.2634,152.6175,41.7558,30.6381,58.8236,165.4173,166.5072,155.1636,192.8069,106.2153,199.69737,0.12,238.016,5.88,2.16,17523.374,2.13,5.1,42.44,1.30799,31.7,21.69,17.17,14.91,12.19,9.88,9.82,10.92,11.69,28.53,21.41,17.78,15.86,13.85,11.84,10.78,10.83,10.98
2015-11-30,264.1256,82.8212,25.5604,51.94,86.5166,65.8982,82.7963,56.79,31.582,65.7616,69.0019,50.902,124.0202,59.9387,144.9596,110.3905,4.2634,152.1322,41.4902,29.5646,58.0017,165.1788,165.8594,154.5007,191.1353,105.9412,199.39147,0.24,237.817,6.4,2.21,17523.374,2.01,5.0,37.19,1.33623,32.58,22.98,18.67,16.39,13.97,11.31,9.93,10.3,11.94,29.27,22.3,18.69,16.8,14.86,12.77,10.96,9.97,10.32
2015-12-31,259.5881,80.8872,24.9601,50.864,88.0124,67.8297,74.1008,56.0,29.3269,67.1643,67.2328,48.8927,125.3907,57.3431,148.1684,107.5175,4.2634,157.0659,40.2991,27.872,56.1906,163.5091,165.5396,153.7985,190.5589,105.7835,197.22957,0.34,237.833,6.95,2.27,17523.374,1.83,4.9,31.68,1.38389,34.67,24.93,20.57,18.34,15.73,12.78,11.24,11.91,12.78,30.26,23.26,19.71,17.84,15.79,13.47,11.55,10.89,11.42
2016-01-31,246.6651,76.42399999999998,22.7501,48.9757,81.2187,68.1924,71.5088,53.14,28.1215,70.4853,63.4025,46.3253,120.2468,51.2021,142.1531,101.9608,2.4373,151.1309,38.8993,26.9907,53.1786,166.0732,167.5933,158.9256,201.1789,106.4732,197.47176,0.38,237.469,7.74,1.94,17622.486,1.47,4.9,30.32,1.3976,33.76,25.02,21.57,19.65,17.21,14.77,13.43,12.83,14.44,31.74,25.33,21.83,20.02,18.11,16.06,14.35,13.51,13.73
2016-02-29,246.4604,73.8757,22.0902,48.6551,80.9245,68.4074,69.5064,50.32,29.0575,71.8509,66.104,44.3718,119.345,55.2037,140.9403,100.759,2.4373,149.3741,41.4189,27.4248,51.5256,168.1007,169.0805,161.28799999999995,207.3885,106.5926,199.55078,0.36,238.038,7.75,1.74,17622.486,1.59,5.0,37.55,1.3540299999999998,34.89,26.17,22.39,20.34,18.26,15.96,13.91,13.05,13.69,32.54,25.89,22.51,20.74,18.95,17.05,15.13,12.85,12.64
2016-03-31,263.033,78.7383,23.6946,52.9471,83.1127,71.6491,76.5713,52.72,37.2968,77.585,70.7105,47.9857,131.5948,59.3838,155.5496,110.0863,2.4373,165.0454,43.2926,33.0939,54.7897,170.9034,170.55200000000005,161.1837,207.2026,106.7392,206.76698,0.37,238.827,7.05,1.78,17622.486,1.58,5.0,40.75,1.30041,31.48,21.17,16.53,14.41,12.13,9.6,8.8,9.5,11.63,27.33,20.09,16.6,14.79,12.85,10.68,9.15,8.99,9.59
2016-04-30,264.0707,80.4877,24.5476,50.2855,85.5783,70.6229,83.512,52.77,41.849,75.7087,71.59,49.2136,129.3977,62.4186,150.9395,104.7832,2.4373,160.1017,43.9688,35.6851,56.4708,171.2612,170.9941,160.9326,205.676,106.7777,209.97987,0.37,239.46400000000003,6.24,1.83,17706.705,1.53,4.8,46.71,1.2556,32.25,22.53,17.95,15.5,13.38,11.09,9.82,9.84,11.74,29.23,21.92,18.26,16.38,14.54,12.53,10.77,10.15,10.31
2016-05-31,268.5619,80.4188,25.0109,52.7442,87.4902,71.109,82.7326,54.48,36.0772,76.8501,71.2841,47.4276,132.254,62.2066,153.9311,109.8107,2.4373,163.5415,44.5182,31.0814,55.9945,170.158,171.0178,160.7739,207.3371,106.6509,208.90393,0.38,240.167,5.97,1.84,17706.705,1.37,4.9,48.76,1.3092700000000002,30.5,21.71,17.17,15.09,12.0,9.13,9.54,10.7,12.75,27.65,20.36,16.91,15.1,12.78,10.19,8.87,9.77,11.06
2016-06-30,269.4947,78.4739,24.1973,52.0196,88.2835,74.9218,84.9784,53.56,43.1112,82.7092,71.7924,46.1499,140.5064,61.7176,163.8725,108.0196,2.4373,174.3967,47.1152,34.791,54.1676,173.9847,174.32,165.7421,221.7128,107.2929,215.35919,0.39,240.15,6.21,1.49,17706.705,1.2,4.8,44.65,1.29245,33.52,23.24,18.32,15.96,12.92,9.85,9.38,10.82,12.1,29.17,21.68,17.9,15.9,13.52,11.01,9.63,10.15,11.18
2016-07-31,279.3302,81.5878,25.039,55.7139,92.5865,74.3105,83.9075,56.17,47.4902,82.1575,74.3944,48.3809,145.6396,64.8475,171.0583,116.9648,2.4373,180.0864,48.7706,36.8157,55.8303,175.09,175.2768,166.1458,226.3689,107.2431,218.14733,0.4,240.602,5.61,1.46,17784.185,1.26,4.9,44.72,1.30301,29.04,19.73,14.5,12.0,9.54,8.01,8.6,9.7,11.94,26.55,19.03,15.15,13.15,11.23,9.38,8.71,8.83,9.81
2016-08-31,279.6647,82.0307,26.0025,56.3616,89.5824,73.8757,85.3147,57.19,47.8902,77.602,75.0994,48.9243,140.7622,64.6743,165.1745,119.4508,2.4373,173.204,45.573,37.2789,56.1027,174.4941,174.8996,164.4667,224.0796,106.9926,218.54341,0.4,241.051,5.1,1.58,17784.185,1.34,5.0,45.18,1.31049,31.12,21.49,16.57,14.05,11.21,8.4,8.33,9.21,11.63,26.68,19.61,15.9,13.92,11.75,9.45,8.2,8.98,11.35
2016-09-30,279.6865,83.1272,25.2858,57.5465,89.125,72.7356,88.4649,58.4,48.1902,77.876,75.242,49.3247,138.687,63.925,161.7697,122.8691,2.4373,170.2929,45.9108,37.1068,56.4467,175.8036,174.9889,164.8575,220.6993,107.1313,217.85332,0.4,241.691,4.97,1.6,17784.185,1.43,4.9,49.78,1.31272,29.84,20.59,16.19,13.84,11.05,7.85,7.74,8.82,11.88,27.17,20.25,16.74,14.74,12.52,9.88,8.32,8.68,10.4
2016-10-31,274.8375,81.2856,25.8622,57.1129,83.2542,72.1752,85.9717,58.82,53.9479,78.5754,73.734,48.8242,131.8076,62.5862,152.6154,121.9146,2.4373,160.4552,44.7423,41.1166,54.655,174.8528,173.5596,162.3938,211.0326,107.0792,214.52435,0.41,242.029,4.91,1.84,17863.023,1.69,4.7,45.66,1.34093,32.83,23.91,19.45,17.07,14.73,11.94,10.08,10.17,11.95,29.5,22.07,18.43,16.6,14.79,12.69,10.71,10.12,10.51
2016-11-30,284.9621,79.8376,29.4913,57.2093,84.9722,69.1405,93.2509,58.09,47.8474,74.3152,80.436,46.8792,128.7291,66.8568,150.5553,121.2949,2.4373,156.8513,45.526,37.1995,53.2933,171.2308,169.1067,155.5286,193.6987,106.5755,207.7306,0.54,242.772,4.67,2.37,17863.023,1.98,4.7,51.97,1.34375,30.6,21.04,15.83,13.25,11.07,9.43,9.18,9.36,11.54,26.86,19.26,15.41,13.63,11.82,10.1,9.43,10.52,12.57
2016-12-31,290.7421,81.9982,30.6,58.5043,85.581,71.2092,94.8622,57.56,48.2348,77.947,80.6834,49.8036,134.203,66.9764,157.6703,122.4805,2.4373,164.3428,49.4782,36.8873,56.0516,171.1619,169.5369,155.3454,192.8065,106.6514,209.47609,0.65,243.78,4.21,2.45,17863.023,1.91,4.7,52.5,1.34407,31.56,21.26,16.23,13.88,11.66,9.73,9.76,10.29,10.55,26.71,20.0,15.81,14.19,12.55,10.64,10.11,10.79,11.27
2017-01-31,295.9448,84.6969,30.679,60.5851,87.5424,72.421,91.8143,59.57,53.3419,78.9259,82.1877,50.8688,134.3774,70.02199999999999,156.1671,128.5332,2.4373,163.815,50.898,40.4985,57.5392,172.6894,169.8977,155.6863,194.3764,106.7651,209.77999,0.66,243.961,4.0,2.45,17995.15,1.89,4.7,53.47,1.30304,31.3,20.72,14.5,11.62,8.95,7.83,8.44,9.11,12.88,26.61,18.73,14.29,12.63,10.89,9.14,9.14,9.91,10.43
2017-02-28,307.5729,85.7054,32.2978,63.3312,93.0914,75.8775,89.8999,60.35,54.5861,83.0825,85.4036,50.9695,140.2556,70.4128,161.5888,133.9505,2.4373,169.6867,47.6999,41.6755,57.9147,173.4003,170.9956,156.8137,197.4594,106.8043,212.55153,0.79,243.749,3.74,2.36,17995.15,1.73,4.4,49.33,1.33006,32.04,20.94,14.91,12.24,9.95,8.95,9.3,9.9,13.9,26.65,19.07,15.06,13.38,11.49,10.05,9.57,10.34,11.14
2017-03-31,307.9599,88.4751,31.3441,64.7408,92.6457,75.5577,88.5644,60.67,54.1954,82.9666,84.7473,54.1219,138.2188,70.8498,156.8956,138.4984,2.4373,165.8355,46.7724,42.4111,60.4421,173.4003,170.9031,156.9413,196.1721,106.872,211.92735,0.9,244.051,3.92,2.4,17995.15,1.49,4.4,51.06,1.33179,32.13,20.63,14.55,11.76,9.4,8.04,8.17,10.17,15.88,26.0,17.63,13.53,11.68,9.99,8.76,8.29,8.7,11.62
2017-04-30,311.0167,90.6199,31.0799,66.0402,94.066,76.3883,85.9544,61.09,53.7759,83.5972,86.4146,56.4825,138.9936,71.742,156.5726,142.3663,2.4373,165.6526,49.1877,41.9697,62.6085,174.1799,172.4526,158.6798,199.2533,107.0725,214.44467000000003,0.91,243.962,3.75,2.29,18120.843,1.4,4.4,48.48,1.36526,31.36,19.91,13.6,10.59,7.85,6.69,7.34,9.35,15.0,25.51,17.42,13.0,11.21,9.35,7.97,7.82,8.65,9.94
2017-05-31,315.4061,93.8299,30.71,68.6512,94.7886,78.4094,82.9135,62.78,50.8824,87.0575,87.9517,59.2749,138.8351,71.7555,155.5864,149.0878,2.4373,166.2844,47.2786,40.5386,65.5548,174.1116,173.6387,159.9927,203.0182,107.1509,217.3047,1.04,244.182,3.74,2.21,18120.843,1.19,4.3,45.18,1.35001,30.0,19.75,13.89,11.07,8.09,6.56,7.91,10.88,14.58,26.2,17.17,13.36,11.23,8.97,7.49,7.0,8.07,9.78
2017-06-30,317.4166,94.1194,32.7105,66.7218,99.1169,76.6484,82.8119,63.61,49.8087,84.6959,89.1383,58.9608,141.7303,73.0822,159.4284,146.6221,2.4373,169.3925,46.9397,40.9265,65.2056,172.60299999999995,173.6074,159.1771,204.6258,107.0667,218.34879,1.15,244.39,3.77,2.31,18120.843,1.23,4.3,46.63,1.2964,29.13,20.24,14.45,11.42,8.65,6.57,7.03,7.67,10.31,26.23,18.05,13.85,11.65,9.5,7.38,7.19,7.48,9.33
2017-07-31,323.9408,96.6168,33.2674,69.6969,99.9299,77.1786,84.9804,64.92,55.1484,86.7498,89.4,60.8689,143.3115,74.2095,160.8173,153.2517,2.4373,171.0844,46.4159,44.5758,66.9564,173.4,174.1881,159.775,203.2794,107.2658,220.02171,1.16,245.297,3.61,2.3,18223.758,1.18,4.4,48.04,1.24796,29.08,18.82,13.8,10.5,7.4,6.07,6.66,7.09,9.09,25.95,17.7,13.39,11.09,8.89,7.05,6.73,6.97,8.54
2017-08-31,324.886,96.5735,32.7503,71.7332,101.6811,76.3275,80.3245,64.86,58.3581,89.6023,89.5963,61.1614,144.27100000000004,74.7935,159.5485,157.4399,4.1251,170.9337,46.3868,46.6708,66.8976,175.1992,175.8265,162.1036,210.2049,107.4827,221.50932000000003,1.15,246.418,3.85,2.12,18223.758,1.15,4.2,49.82,1.24817,29.3,19.39,13.85,11.2,8.06,6.43,7.28,8.44,11.97,26.55,18.18,14.31,12.26,9.71,7.61,6.87,8.02,9.77
2017-09-30,331.4295,98.8543,34.4312,72.3191,102.6087,75.781,88.5012,66.05,60.8238,87.1316,93.3435,63.34,143.1387,77.5584,159.9073,159.4332,4.1251,169.8498,44.691,47.4277,68.9573,173.9695,174.822,159.7681,205.3247,107.282,221.40236,1.15,246.587,3.54,2.33,18223.758,1.27,4.1,51.58,1.2472,27.75,18.96,12.67,9.81,6.53,5.99,7.55,9.15,11.72,24.93,16.85,12.62,10.56,8.1,6.62,7.14,8.5,9.82
2017-10-31,339.2393,100.5144,35.4165,77.0303,101.8303,74.5316,87.7645,69.54,58.6062,90.5315,94.0403,64.0857,143.2104,80.5625,158.1096,171.3261,4.1251,168.2298,44.3236,45.8733,69.3104,174.38,174.9932,159.4663,205.2469,107.1835,221.82813,1.16,247.332,3.51,2.38,18323.963,1.1,4.2,56.64,1.28883,29.35,20.31,13.07,10.23,7.44,6.6,7.52,8.2,9.81,26.68,17.22,12.53,10.74,8.53,6.94,7.76,8.8,9.49
2017-11-30,349.6084,101.2073,36.6415,78.1193,104.7932,78.687,89.3025,71.03,56.4615,92.9623,97.9581,63.9248,146.8838,81.3271,163.0706,172.6363,4.6408,172.8198,44.2942,44.0352,69.2074,174.5297,174.7336,159.0213,206.7704,106.9524,221.5539,1.3,247.901,3.61,2.42,18323.963,1.06,4.1,57.88,1.2897,30.83,20.19,13.89,11.43,8.75,7.54,8.44,9.75,12.8,26.19,17.55,13.36,11.55,9.33,7.46,7.57,8.94,10.0
2017-12-31,353.8341,102.5757,37.3321,78.5427,104.2113,80.4528,94.0092,71.53,59.645,87.3279,100.0194,63.7059,146.7335,83.0544,163.1294,172.9836,4.6718,172.4168,43.6216,46.6069,69.9843,176.1582,175.5632,159.3138,210.5088,106.9303,224.25553,1.41,248.884,3.58,2.4,18323.963,1.15,4.1,63.7,1.2571,31.96,20.82,13.16,9.47,6.72,7.24,7.74,8.01,11.13,29.05,18.0,12.5,10.56,8.62,7.53,8.21,8.89,9.27
2018-01-31,373.7758,107.7257,39.7799,84.0696,111.0427,81.768,97.3787,75.12,68.6986,84.6092,105.3859,68.1704,142.2958,86.3749,156.4434,185.2881,5.1299,165.5589,43.8292,53.0721,73.8345,174.6603,173.588,155.8882,203.6556,106.6243,221.50676,1.42,249.36900000000003,3.29,2.72,18511.576,1.27,4.1,62.23,1.23148,31.9,21.36,15.75,13.19,11.39,10.02,9.88,10.04,13.48,26.87,19.62,15.31,13.51,11.96,10.44,9.81,10.04,10.61
2018-02-28,360.1852,102.5174,38.6162,83.7257,106.0515,75.5314,86.8277,72.89,67.0619,81.327,101.3148,64.0878,132.8227,81.8195,145.1258,183.7796,5.1299,153.5959,41.4116,51.3535,69.2735,172.8555,171.8379,154.435,197.4668,106.5173,216.55448,1.51,249.498,3.47,2.87,18511.576,1.11,4.0,62.73,1.28314,39.13,27.9,20.71,17.33,14.83,12.89,12.35,12.22,14.11,33.82,24.67,19.48,17.19,15.14,13.31,12.31,12.3,12.55
2018-03-31,350.3105,101.6566,37.0109,80.5995,102.958,74.8457,88.318,72.42,66.1772,84.4083,98.5894,63.6619,137.8397,78.42699999999998,150.8884,178.2409,5.1299,160.1056,40.3874,51.2444,69.0514,174.6007,172.9909,156.2193,203.1109,106.7809,217.76142,1.69,249.956,3.72,2.73,18511.576,1.08,3.9,66.25,1.28996,34.33,25.17,20.66,18.65,16.79,15.04,14.28,14.29,15.38,31.43,24.01,20.37,18.61,16.88,15.29,14.14,13.54,13.98
2018-04-30,352.121,103.2031,36.8498,80.6488,104.0457,71.7455,96.703,72.38,62.3729,86.1289,95.8423,65.1011,138.1502,78.5234,153.078,177.3178,5.1299,161.2639,40.9405,50.0441,70.4878,174.3717,171.364,154.2249,198.8695,106.5306,214.35142,1.7,250.646,3.46,2.95,18664.973,1.08,3.8,69.98,1.28432,32.86,21.97,17.1,14.96,13.13,11.41,10.68,13.9,21.09,28.94,21.13,17.56,15.78,14.16,12.68,11.46,11.31,16.38
2018-05-31,360.6807,101.2481,36.4874,86.119,104.2355,70.622,99.5985,71.3,52.523,85.1767,98.7884,62.7661,142.8075,80.1349,159.2263,187.9111,5.1299,165.2968,40.3127,42.8151,68.622,174.94799999999995,172.4986,155.7465,202.8575,106.9061,215.47142,1.82,251.134,3.63,2.83,18664.973,0.97,4.0,67.87,1.29575,33.87,23.63,17.07,14.11,11.44,9.17,8.92,9.69,10.15,28.93,20.55,16.09,14.03,11.94,10.01,9.12,9.59,10.17
2018-06-30,362.7565,99.6616,35.8499,85.8939,105.9539,73.8413,100.181,69.66,48.0257,87.5688,95.441,61.7081,148.5984,80.3581,166.1144,185.7856,5.1299,172.838,41.4917,41.0613,67.7647,176.0809,172.6766,156.0556,204.1695,106.9529,214.42225,1.91,251.597,3.61,2.85,18664.973,0.9,3.9,70.98,1.31335,32.36,23.25,17.42,14.36,12.16,10.09,8.47,8.53,9.9,29.56,21.32,16.73,14.61,12.85,10.98,9.15,8.63,9.14
2018-07-31,376.1954,102.504,37.6835,87.6867,112.8982,76.7646,101.7377,70.41,54.0945,88.9676,102.4895,64.0554,149.834,82.6552,166.6447,188.8011,5.1299,174.4473,41.567,45.6822,70.2503,175.1426,172.6268,155.2317,201.2361,106.8885,217.30439,1.91,251.879,3.46,2.96,18765.256,0.82,3.8,68.06,1.30061,33.1,21.73,14.61,11.89,9.46,8.44,9.21,9.77,11.08,28.4,19.31,14.21,12.24,10.34,8.61,8.91,9.57,9.93
2018-08-31,388.2035,100.2122,38.1959,93.4731,117.7858,77.0655,98.2022,70.03,48.6251,90.1137,102.7293,62.024,153.3931,82.0187,171.6303,199.248,5.1299,179.1715,44.6672,41.88,68.0678,176.2732,173.6082,156.8063,203.8714,107.2593,217.34926,1.95,252.01,3.49,2.86,18765.256,0.83,3.7,70.23,1.30405,35.36,22.77,14.72,11.36,9.09,8.16,8.56,8.86,10.41,28.56,19.44,14.0,11.96,10.27,8.88,8.72,9.14,9.41
2018-09-30,390.5126,101.1795,37.3497,93.4568,121.2649,77.8261,100.5999,72.45,50.5431,89.5259,104.9627,61.7005,149.0296,80.5467,166.9286,197.7798,5.1299,174.57,45.0118,43.5591,68.3103,174.5629,172.5334,154.917,198.0432,107.1062,217.04394,2.19,252.794,3.24,3.05,18765.256,0.86,3.8,70.75,1.29083,32.86,22.11,14.69,11.35,8.78,7.54,8.14,8.55,10.79,27.69,19.44,14.26,12.16,10.3,8.49,8.42,8.92,9.49
2018-10-31,363.5265,92.95,35.5892,85.9758,113.0447,79.3846,89.2037,65.97,60.1633,91.2943,93.556,56.2309,145.4724,73.1497,162.686,181.1325,3.7427,172.0059,42.681,45.6545,63.0358,171.9122,171.4216,154.4487,192.2424,107.2701,212.59696,2.2,252.76,3.81,3.15,18907.517,0.75,3.7,56.96,1.3157,36.64,27.14,22.71,20.51,18.4,16.32,14.64,14.98,20.67,31.61,24.4,21.05,19.53,18.1,16.6,15.03,13.87,15.64
2018-11-30,370.2697,93.4114,36.5236,84.2885,122.1825,81.1885,87.8091,66.57,59.6388,94.5251,97.1173,56.0353,152.3074,75.9305,170.6521,177.4845,3.8997,181.5298,43.4529,44.5721,62.9298,172.7366,172.3192,156.5029,195.6772,107.6781,211.83336,2.27,252.723,4.29,3.01,18907.517,0.42,3.9,49.52,1.32921,33.01,24.29,20.51,18.53,16.33,14.33,13.35,12.38,13.9,29.57,23.38,20.08,18.24,16.37,14.45,13.05,12.55,12.7
2018-12-31,337.7096,88.4133,32.4629,77.2387,110.7597,73.9579,76.8934,61.45,58.1143,90.7526,86.7763,53.0418,140.4254,70.7042,155.9531,163.5648,3.8997,168.0861,39.881,43.4058,59.7244,173.6542,175.7314,160.89,207.1244,108.4965,215.7659,2.4,252.673,5.33,2.69,18907.517,0.29,4.0,51.38,1.36369,39.12,30.94,27.55,25.49,23.18,20.86,19.14,18.06,21.41,33.7,27.97,25.02,23.39,21.77,20.24,18.81,16.53,15.37
2019-01-31,364.7485,94.2795,35.3521,82.5973,116.0858,77.7592,85.5145,65.8,69.0222,93.908,96.692,56.5063,156.5404,74.6649,173.7426,176.1703,3.8997,185.9309,42.4389,49.8561,63.5412,176.1279,177.3322,161.9399,207.9085,108.769,223.03332000000003,2.4,253.113,4.37,2.63,18907.517,0.24,3.8,54.95,1.31248,32.93,23.56,18.02,15.61,13.66,12.19,11.81,11.93,11.95,29.09,21.54,17.95,16.27,14.67,13.23,12.24,11.85,12.04
2019-02-28,376.5722,96.671,36.1426,88.3048,117.3405,79.1428,87.4855,65.9,65.4167,97.7666,102.849,58.2764,157.6835,77.0441,175.4654,186.0843,3.8997,188.6006,44.9361,47.9125,65.5412,175.8266,177.1318,161.0908,205.0494,108.863,222.57944,2.41,254.148,3.92,2.73,18907.517,0.12,3.8,58.15,1.31715,34.07,23.66,17.5,14.37,12.05,9.71,9.61,9.87,10.52,28.29,20.57,16.22,14.24,12.47,10.6,9.53,9.74,10.38
2019-03-31,383.3802,97.5585,35.2159,92.5127,117.9038,82.1654,89.34700000000002,66.33,62.3588,100.4934,101.6684,58.3974,164.2565,78.0091,180.392,194.2722,3.8997,196.618,45.2793,46.7999,66.2434,179.2994,180.8921,165.3692,216.4789,109.546,229.10082000000003,2.42,254.958,3.99,2.41,18907.517,0.1,3.6,63.86,1.3349,28.85,20.57,16.13,14.04,11.61,9.24,9.15,9.6,11.28,27.11,19.63,16.34,14.58,12.69,10.68,9.64,9.8,9.97
2019-04-30,399.0422,100.4163,38.3799,98.401,114.704,84.5084,89.3335,67.18,62.9673,101.4263,105.7064,61.3173,164.18099999999995,80.75,179.9543,205.7194,4.5286,196.2644,46.1624,47.2365,68.7014,179.6958,180.5315,164.5138,212.1756,109.7469,230.10308,2.39,255.155,3.73,2.51,18907.517,0.0,3.6,60.83,1.33884,32.76,22.29,16.01,13.0,10.45,8.24,8.71,9.19,12.69,27.97,20.11,15.39,13.29,11.36,9.43,9.26,9.65,10.01
2019-05-31,373.5948,95.3624,35.6268,89.8749,112.1596,81.4332,79.415,63.91,63.3629,100.6316,97.6304,57.3686,163.9357,74.1438,179.389,187.924,4.6216,198.4745,42.6302,45.6028,64.9305,182.8443,183.9814,169.5285,226.6847,110.5397,233.90059,2.4,255.155,4.59,2.14,18907.517,0.0,3.6,60.83,1.35163,32.34,24.45,21.04,19.43,17.74,15.62,13.58,12.89,13.07,28.37,22.36,19.7,18.28,16.85,15.33,13.72,12.16,12.01
