Dates,SPY US Equity,EFA US Equity,XLF US Equity,XLK US Equity,XLV US Equity,XLP US Equity,XLE US Equity,EWJ US Equity,EWZ US Equity,XLU US Equity,XLI US Equity,EZU US Equity,IYR US Equity,XLB US Equity,RWR US Equity,IXN US Equity,ISMUF US Equity,ICF US Equity,IYZ US Equity,ILF US Equity,IEV US Equity,TIP US Equity,AGG US Equity,IEF US Equity,TLT US Equity,SHY US Equity,LQD US Equity
1/30/04,113.48,46.1067,23.5891,21.25,30.98,21.78,28.17,38.64,15.96,23.81,27.03,31.25,51.655,25.51,51.86,53.79,1.1833,55.39,21.63,11.706,32.625,102.95,102.6,85.56,87.04,82.57,111.92
2/27/04,115.02,47.1667,24.2631,20.71,31.31,23.02,29.65,38.84,16.7,24.26,26.83,31.775,52.585,26.84,52.6333,52.69,1.1,56.47,22.31,12.482,33.705,105.16,103.7708,86.9398,89.027,82.9697,113.60684
3/31/04,113.502,47.2,23.9826,20.16,30.0057,22.9626,29.4669,43.48,16.8,24.5202,26.5029,30.43,55.4303,26.2211,55.6946,51.09,1.1833,59.8344,21.7058,12.47,32.51,106.91,104.4805,88.0672,90.283,83.2037,114.73053
4/30/04,111.3544,45.6,22.9385,19.39,30.938,23.2637,29.9691,40.56,14.3,23.4717,26.4929,29.62,47.1499,25.0069,47.3673,48.31,1.1,50.9881,21.5954,11.196,31.9,101.7548,101.5478,84.2398,84.6546,82.3199,110.27062
5/31/04,113.2612,46.12,23.33,20.15,30.8378,23.1333,29.8787,39.96,14.14,23.754,27.1451,30.3,50.3608,25.7094,51.3277,49.51,0.9,54.9102,21.0435,11.302,32.53,103.809,101.1642,83.7924,84.4358,82.3159,109.69281
6/30/04,115.3556,47.6667,23.4327,20.7,30.7226,23.2599,31.7414,42.48,14.71,24.1643,28.8201,31.35,51.8225,26.998,53.0583,50.93,0.9,56.3146,21.5433,11.648,33.26,103.6623,101.901,84.3416,85.3279,82.2995,109.83413
7/30/04,111.639,45.6333,22.9325,19.44,29.0739,22.1115,32.7195,39.36,15.75,24.5304,28.0157,29.75,51.961,26.383,52.8836,46.63,1.0167,56.9085,22.2997,11.956,32,104.4992,102.8434,85.3635,86.634,82.5289,111.54846
8/31/04,111.911,46.1767,23.6787,18.58,29.5464,22.5044,32.2153,39.92,17.02,25.5271,28.0358,29.925,56.244,26.8266,57.4499,44.54,0.9333,61.6133,22.4309,12.47,32.345,107.3113,104.5085,87.7785,90.2424,83.1383,114.98438
9/30/04,113.032,47.1333,23.4608,19.12,29.0292,21.9112,35.3582,38.8,18.54,25.6879,28.637,31.145,56.0131,27.9048,57.1201,46.05,1.0733,61.3735,23.0128,13.442,33.345,107.3996,105.0477,88.0618,91.0989,83.0588,115.3429
10/29/04,114.4884,48.7833,23.5845,19.96,28.3839,22.0528,35.5708,39.72,18.79,26.939,28.9296,32.925,58.8926,27.6415,60.3428,48.24,0.9833,65.2805,23.3384,13.76,34.745,108.5747,105.9587,88.9345,92.7082,83.3044,116.70879
11/30/04,119.5843,51.75,24.3181,20.98,28.9385,22.5991,37.9699,41.24,20.85,28.1388,30.7459,35.19,61.3933,29.89,62.7433,50.74,1.0667,67.9295,24.2845,14.988,36.885,108.222,105.1762,87.1771,90.4896,82.8248,115.28719
12/31/04,123.1901,54.2322,25.3243,21.5306,30.5363,23.4451,36.8988,43.86,22.7142,28.8315,31.5098,36.9552,64.6,30.29,66.1288,52.1177,1.0333,71.4361,24.8986,16.3007,38.3028,110.1251,106.0154,88.1953,92.8936,83.0169,116.89107
1/31/05,120.428,53.2,24.7768,20.3169,29.5855,23.7194,38.1484,42.53,21.9993,29.4423,30.6275,36.1408,59.0943,29.3628,60.46,48.9394,1.0467,64.9848,23.5461,15.987,37.6869,110.1355,106.5331,88.9636,96.2086,82.9864,118.32692
2/28/05,122.9454,55.2136,24.6109,20.3475,30.4756,23.6889,44.5488,43.42,25.5944,30.0738,30.9824,37.7137,61.0659,31.6756,62.3425,49.82,1.0467,67.2121,23.9559,18.0613,39.3463,109.5544,106.1375,87.7467,94.7925,82.7725,117.21953
3/31/05,120.6979,53.7652,23.675,19.9498,30.3052,23.4812,43.6968,42.13,23.2657,30.4067,30.9684,36.8025,59.5134,30.8339,61.4374,48.2309,1.15,66.2483,23.5977,16.5496,38.3792,109.7942,105.1041,87.3926,94.3619,82.7859,115.73993
4/29/05,118.4366,52.8955,23.7166,19.246,31.3607,23.2364,41.332,41.17,22.3159,31.3455,29.8388,35.53,62.8603,28.6359,64.9942,46.2976,1.0667,70.649,23.6595,16.3331,37.7429,111.7451,106.9133,89.5913,98.0079,83.2167,117.61663
5/31/05,122.2532,52.4386,24.4171,20.5821,31.7565,23.777,42.4838,40.64,24.2973,31.3246,30.7853,35.6878,65.2154,28.4519,67.3653,49.7998,1.1333,72.9288,23.8656,17.7112,37.5291,112.5943,107.7976,91.2384,101.0831,83.5458,118.34904
6/30/05,122.4362,53.1899,24.7211,20.3169,31.5882,23.3176,45.4462,40.72,25.3492,33.1864,29.9734,36.212,68.1444,27.8821,70.5836,49.1824,1.1167,76.2716,24.249,18.8242,37.9211,113.1706,108.7394,91.6727,103.267,83.7511,119.78943
7/29/05,127.1208,54.7838,25.107,21.4695,32.3008,24.0658,48.6668,41.17,25.911,33.933,31.116,37.8613,72.6445,29.4231,76.0316,51.5205,1.1789,82.5919,25.047,19.9413,39.1783,110.3788,107.6146,89.6697,99.7795,83.4379,118.80113
8/31/05,125.9291,56.8855,24.6959,21.2655,32.1888,23.6456,51.7749,44.7,28.689,34.1538,30.3815,38.4823,69.5265,28.1903,72.9148,51.2776,1.2333,79.2711,24.7568,21.0665,40.3643,113.1731,108.8863,91.4637,103.2499,83.9882,120.58807
9/30/05,126.9356,58.9871,24.9055,21.3165,32.0092,23.9792,55.0278,48.96,34.0305,35.5955,30.8897,39.1542,69.5896,28.4062,73.1779,51.7331,1.25,79.5184,24.6438,24.357,41.0006,112.9974,107.8663,89.8611,99.5218,83.7369,118.34538
10/31/05,123.9335,57.1088,25.6649,20.8269,31.0291,23.8659,50.0551,48.64,32.2534,33.3178,30.4493,37.678,67.4566,28.4682,71.6983,50.1743,1.2367,77.7874,24.0918,23.3431,39.7535,111.5166,106.7981,88.7488,97.2945,83.6683,116.47443
11/30/05,129.3807,58.4287,26.8882,22.1426,31.4068,24.0822,50.8035,50.04,34.5207,33.2649,32.2212,38.3703,70.6508,30.6477,75.2125,54.0409,1.1833,81.4874,24.8626,24.8912,40.3648,111.7136,107.198,89.3037,97.966,83.9942,117.24022
12/30/05,129.135,61.457,26.8933,21.4628,32.4928,24.1108,51.7209,54.53,34.674,33.551,32.3735,40.1942,70.3762,31.5254,75.0917,53.9034,1.3167,81.8421,24.2552,25.2006,42.0664,112.8721,108.4152,90.5255,100.8886,84.2879,118.2494
1/31/06,132.236,65.004,27.131,22.1817,32.9128,24.1522,59.277,56.55,42.9555,34.3633,32.4662,42.9014,75.5104,33.0455,81.019,55.949,1.4333,87.6707,25.1995,29.6089,44.5091,112.9049,108.3505,89.889,99.5383,84.435,117.73331
2/28/06,132.9931,64.549,27.7085,22.233,33.2918,24.3593,53.8078,55.66,42.8204,34.8122,33.4759,43.212,76.8488,32.3375,82.6231,55.1591,1.4833,89.6063,26.4409,29.293,44.5976,112.9049,108.5255,89.7963,100.6418,84.4633,118.53672
3/31/06,135.1881,67.1343,27.7884,22.7362,32.8658,24.5604,56.0939,58.08,41.5111,33.2009,34.956,45.1117,81.1324,33.846,87.0534,57.154,1.4833,94.6186,27.594,28.7637,46.2746,110.4898,107.584,88.5776,96.0443,84.6106,116.54296
4/28/06,136.8958,70.3504,28.9921,22.4384,31.8484,24.7997,58.9192,59.69,45.9792,33.7286,35.711,47.1305,78.4832,35.0492,83.6742,56.6781,1.5333,90.9837,27.2529,31.1207,48.686,110.2309,107.424,88.0227,93.4011,84.7974,116.30661
5/31/06,132.7723,67.6617,27.8994,20.9802,31.1804,24.8518,57.2797,56.47,38.3939,34.2778,35.1008,45.4534,75.8892,33.6368,81.1902,52.3743,1.5333,88.3951,26.4638,26.9298,47.2381,110.5598,107.2118,87.9304,93.2253,84.9389,116.08868
6/30/06,133.0711,67.6203,27.7711,20.8775,31.1912,25.3086,58.7347,55.01,40.6487,35.0648,35.0559,45.5828,79.3837,33.8112,85.8248,51.8275,1.4333,93.1128,27.4779,28.0458,47.5767,111.0323,107.0395,88.1321,94.3224,85.1393,115.9878
7/31/06,133.7196,68.1684,28.4065,20.3332,32.8931,25.7062,60.7011,54.73,41.0124,36.748,33.0652,46.1263,82.2805,32.5473,88.9537,49.8123,1.4333,97.1009,28.0564,28.7166,48.5141,112.7116,108.5252,89.6107,96.3516,85.705,117.68062
8/31/06,136.6377,69.9057,28.7414,21.7606,33.8317,26.7001,57.6169,55.3,40.7007,37.7579,33.4385,47.9173,84.7316,33.5268,91.8002,53.5186,1.61,100.5556,28.7206,28.8684,49.9724,114.5844,110.2504,91.1913,99.3079,86.3494,120.29867
9/29/06,140.326,70.0608,29.8977,22.6378,34.351,26.6869,55.5078,54.61,39.9733,37.209,34.7141,48.7559,86.7487,33.5223,93.6537,55.8578,1.7167,102.745,29.8575,29.1658,50.3058,114.7114,111.366,92.2249,101.187,86.7605,121.34945
10/31/06,144.7487,72.6874,30.5972,23.5536,34.4648,27.1601,57.8755,55.7,43.6205,39.1795,35.6929,50.4175,92.3708,35.5354,99.2968,57.2148,1.7567,109.5163,30.9577,31.5084,52.264,114.6261,112.1295,92.7875,102.0651,87.0901,122.62023
11/30/06,147.627,74.9211,30.8131,24.2018,34.4234,26.9288,62.8396,55.7,46.0935,40.2195,36.5675,52.7468,96.6436,37.0822,104.1647,59.2806,2.0167,115.9743,30.7635,33.4551,54.139,115.8529,113.3193,94.0037,104.4193,87.511,124.35272
12/29/06,149.6006,77.3178,31.9721,24.0713,34.783,27.6039,61.0705,57.72,49.6894,40.5635,36.7462,54.464,94.9433,37.281,101.7702,59.189,2.1101,113.3638,32.1542,35.547,55.7644,113.1836,112.6387,92.805,101.6057,87.5675,123.23987
1/31/07,151.8506,78.3949,32.268,24.5577,35.8424,28.164,60.508,58.13,50.1137,40.4199,37.5124,55.2544,104.113,38.8232,110.8293,59.3717,2.1608,124.881,33.3472,36.48,56.4019,113.4471,112.5596,92.4335,100.5946,87.7099,123.35539
2/28/07,148.8717,78.3315,31.2847,23.854,34.9803,27.7942,59.2685,59.95,48.597,42.4746,37.1765,54.7538,100.3882,40.1084,107.7362,57.4942,2.0764,121.219,33.1845,34.8881,55.6741,115.6925,114.4007,94.3334,104.0045,88.3478,125.80072
3/30/07,150.5989,80.5279,31.1373,24.1334,35.0801,28.3042,62.9973,59.18,52.2031,44.0935,37.3929,57.0673,97.8519,40.8033,105.4422,57.9915,2.2114,117.4453,33.9111,37.3105,57.5546,116.0689,114.1661,94.2023,102.236,88.7459,124.97439
4/30/07,157.2698,83.5902,32.3433,25.2718,37.6446,29.1007,66.2266,58,55.7455,46.2593,39.1284,60.6033,98.1389,41.4145,105.3606,60.7723,2.2553,117.3884,34.6303,39.4505,61.0396,116.8402,114.8392,94.7732,103.1607,89.017,126.08845
5/31/07,162.6044,85.5649,33.121,26.5447,38.291,29.4937,71.3788,59.3,62.8834,46.4703,41.1585,62.8957,98.2881,43.8595,105.3256,62.9746,2.414,116.3641,37.7359,44.0442,62.3677,115.3075,113.7863,93.453,100.7735,88.9572,124.53707
6/29/07,160.2227,85.2903,31.7901,26.5112,37.0079,28.9058,72.3064,58.94,65.1425,44.2598,41.1692,62.1843,89.7304,43.6243,95.8354,63.8677,2.7347,103.7311,36.8826,44.5985,62.118,115.0727,113.3582,93.0178,99.7537,89.3796,123.53114
7/31/07,155.2061,83.3368,28.908,26.4594,35.2471,28.083,72.3169,58.61,67.4546,42.493,41.5594,60.0764,81.5941,42.461,87.9702,63.6648,3.0723,96.1161,36.5434,44.9123,60.5137,117.7069,114.5729,95.1169,103.0622,90.188,122.51419
8/31/07,157.1978,82.8088,29.6549,26.9668,36.0542,28.7455,73.1868,57.15,65.2804,43.1639,41.57,60.2134,85.8824,42.1702,92.942,65.5016,3.2074,102.4581,36.3136,44.3768,60.2215,118.6764,116.0401,97.2706,104.9049,91.2803,125.43565
9/28/07,163.2812,87.2122,30.3783,27.9849,37.1781,30.0659,78.6004,58.25,78.0077,44.8198,43.5382,63.7126,89.4365,45.566,96.961,68.2217,3.3087,107.7081,37.1971,50.5185,63.3239,120.1952,116.7753,97.3568,105.1438,91.637,126.35641
10/31/07,165.4964,90.9186,29.8561,29.4687,37.8723,30.5279,80.5969,58.33,90.788,47.804,42.9765,66.8692,90.1149,47.4596,97.8564,71.7028,4.6592,108.6554,35.5378,55.8277,66.1926,121.5962,117.9543,98.405,107.0507,92.075,127.57902
11/30/07,159.0863,87.624,27.4396,27.2481,38.3561,31.3661,77.2028,57.15,85.8561,48.1194,41.7577,65.0142,81.8928,45.0682,88.4242,66.7399,4.0464,98.0267,32.1423,52.7463,63.988,126.5996,120.0692,102.3845,112.7727,93.7245,128.87497
12/31/07,157.2835,85.0032,25.836,27.7887,37.271,31.1023,83.5906,54.55,86.8403,48.0316,41.6988,64.4845,77.7429,45.5428,83.61,66.6065,3.5679,92.7175,32.6272,52.7749,62.4044,126.673,120.0637,102.433,112.062,94.0044,127.83599
1/31/08,147.774,78.3329,26.0235,24.2344,35.5716,29.3744,73.3195,52.21,82.31,44.5027,39.3987,57.8264,77.8257,43.6315,82.9102,58.5609,3.0073,91.956,29.024,50.9791,56.9139,131.1988,122.8407,105.8706,114.4045,95.5599,131.11602
2/29/08,143.9551,77.5318,23.0675,23.0878,34.6216,29.2988,80.1142,51.43,89.8857,42.6759,38.6001,57.3508,74.5598,44.6363,80.0267,57.4608,2.8543,88.3593,26.0951,54.9164,56.6464,133.0647,122.6442,107.1811,113.8811,96.5475,130.18699
3/31/08,142.655,77.8565,22.3773,23.3541,33.0484,30.2466,78.2413,50.77,82.8911,43.3618,39.9991,58.7992,77.8854,44.0093,85.4038,57.6034,2.5485,95.1563,26.0125,53.5361,57.3123,132.8791,122.803,108.6154,116.3178,96.7865,129.40989
4/30/08,149.4543,82.0904,23.9429,24.8137,33.3771,30.0186,86.3655,54.5,97.1923,45.5791,41.1756,61.1447,82.4078,46.3538,90.9421,61.5856,2.5485,101.2996,28.1384,58.6247,59.8502,130.2612,123.2088,105.9927,113.4401,95.982,131.02117
5/30/08,151.7135,83.065,22.2784,26.4298,34.0133,30.9305,90.8554,55.57,106.791,47.2134,41.5392,61.8688,83.0778,48.7641,90.6737,65.0686,3.1296,100.8498,29.9305,63.7239,60.0958,130.4006,121.651,104.1088,110.385,95.6495,128.12828
6/30/08,139.0456,75.7517,18.3935,23.9548,32.5768,29.1691,93.7244,51.42,96.7488,46.8652,36.5471,54.8681,73.4667,45.9323,80.8649,58.5056,2.8034,89.8235,26.9853,58.8747,54.4812,132.73,121.4246,105.2998,113.3122,95.8835,126.47138
7/31/08,137.7961,73.2366,19.6372,23.3693,34.0362,29.8779,78.8099,49.48,88.0263,43.8484,36.8373,53.5299,75.2792,44.4463,83.2244,57.4017,2.7728,92.1785,26.0556,54.0577,53.0802,131.9204,121.9041,106.0593,112.8965,96.2996,126.96542
8/29/08,139.9256,70.1258,19.4466,23.7875,34.7393,30.6848,79.0747,47.05,79.5097,43.3647,37.8474,51.4245,76.6446,43.7529,84.9539,58.107,2.5485,94.139,26.7949,50.2255,50.9731,132.946,122.8095,107.6787,115.9888,96.7482,127.15148
9/30/08,126.7204,62.1061,18.2105,20.8256,32.1567,30.3014,67.2544,43.96,61.0138,38.592,33.274,44.4813,75.8223,36.9676,84.4686,49.7563,2.1611,92.7451,23.046,41.4799,44.6743,127.5999,120.6466,107.5262,117.6968,97.5007,113.50502
10/31/08,105.7878,49.1664,14.2187,17.4684,28.4648,26.4808,54.611,37.11,40.8059,33.5749,27.2026,33.5514,52.0781,28.6886,58.0792,40.9662,1.5495,62.4228,18.3168,28.4739,35.1813,117.2655,117.8979,106.5958,115.5024,98.5768,111.29725
11/28/08,98.4243,46.0335,11.591,15.9995,26.667,26.4259,53.421,35.71,38.0971,34.9802,24.9663,31.054,40.8547,25.6228,44.1782,36.2951,1.5291,47.5942,18.7015,26.3009,32.8165,118.2939,121.4717,114.8604,132.0656,99.6656,115.02528
12/31/08,99.3923,50.1208,11.634,16.2526,28.5832,26.4319,51.0177,39.84,39.6891,34.1379,25.5449,34.9162,46.7418,25.4812,51.1465,38.057,2.0122,54.7315,18.9115,27.8737,35.3421,125.9871,129.5531,120.7758,150.0779,100.2235,130.90211
1/30/09,91.2308,43.2384,8.5861,15.4827,28.2387,24.5273,50.1099,35.05,40.2676,34.0791,22.4799,28.9163,39.347,23.5987,42.01,36.1336,2.0122,44.7093,17.6496,27.3484,30.1327,125.9364,126.9794,116.0811,130.4615,99.7878,128.54548
2/27/09,81.4282,38.747,7.0622,14.8921,24.7398,22.5452,43.9305,30.65,38.7931,29.8104,18.6515,25.4258,31.563,21.705,32.8483,34.0456,1.5639,34.0926,17.3282,25.5974,26.9208,123.1688,125.6398,115.2257,128.4568,99.6424,121.85875
3/31/09,88.2261,41.9983,8.2732,16.5587,26.2259,23.5041,45.589,32.85,42.7631,30.3795,20.3016,27.9467,32.6747,25.0409,33.9732,38.6227,1.5534,35.0742,18.4321,28.0598,29.0318,130.4432,127.0242,119.0402,133.65,100.14,122.43405
4/30/09,96.991,46.8361,10.0763,18.2866,26.1934,24.5067,49.1536,35.39,51.1569,30.7362,23.9698,32.0417,42.3514,28.9419,44.7226,43.5187,2.1164,46.4708,19.9123,32.6342,32.7317,128.0994,127.6789,115.7718,124.3556,99.9749,125.83432
5/29/09,102.6605,53.0146,11.4849,18.7106,27.9808,25.7543,55.4884,38.96,62.6133,31.8301,24.7739,36.2736,43.3139,30.6331,46.5764,45.2055,2.1373,48.1386,20.6292,39.3428,37.1126,130.6645,128.5871,113.3683,119.7628,100.0308,128.74753
6/30/09,102.5914,52.2558,11.2784,19.3902,28.6423,25.8075,51.8568,39.42,60.5756,33.5444,24.3518,35.4499,42.2274,29.2436,44.3934,46.2097,2.6064,46.1305,20.7923,38.3787,36.4463,130.9268,129.1334,112.7425,120.6748,99.9364,132.47074
7/31/09,110.2453,57.5031,12.2789,20.9768,30.3406,27.525,54.6304,41.26,65.8704,34.8073,26.4809,39.2627,46.695,33.0068,49.0629,50.552,2.815,50.9438,21.0493,41.6266,40.4301,131.0427,130.7728,113.6798,121.3711,100.0465,138.608
8/31/09,114.3177,60.0925,13.8739,21.3175,31.1571,27.8618,55.224,42.73,66.568,35.1561,27.7451,41.7188,52.8559,33.7889,56.2831,51.7507,2.7628,58.5295,20.7571,42.3889,42.6136,132.1483,132.3699,114.5511,124.0858,100.4558,140.4294
9/30/09,118.3711,62.3739,14.1442,22.3042,31.3496,28.7812,58.4515,41.56,77.352,35.6393,29.3645,44.4556,56.0603,35.2151,60.1336,53.9056,2.815,62.9549,22.2818,47.4044,44.7623,134.8205,133.9435,115.8388,127.1376,100.6925,142.90312
10/30/09,116.0954,60.7998,13.3016,22.0263,30.6935,29.1995,59.8933,39.92,78.7128,34.4971,28.1939,42.4206,53.275,33.394,57.4795,52.5878,2.815,59.8732,20.486,47.5812,43.7402,136.364,134.2396,115.6772,123.8067,100.8292,142.19874
11/30/09,123.2476,63.1838,13.8791,23.2447,33.5474,30.2734,61.5952,39.97,87.4498,36.1618,30.6688,44.4907,57.0457,36.9906,61.4013,54.8198,2.8671,64.3533,21.951,52.8839,45.6798,140.1805,135.9667,118.013,125.3106,101.4308,144.97582
12/31/09,125.5982,63.6283,13.6831,24.593,34.1609,30.2065,62.1363,41.08,88.0552,38.1366,31.1818,44.172,60.978,37.7561,65.632,58.026,2.6499,68.6111,23.8728,53.3049,45.593,137.2512,133.4085,112.8181,117.36,100.5769,141.98076
1/29/10,121.0337,60.4054,13.4741,22.479,34.3918,29.8984,59.4006,41.51,76.3476,36.3048,30.7218,40.659,57.6715,34.4943,61.7775,54.2238,2.6499,64.4307,21.7264,47.5383,42.5855,139.3516,135.296,115.4922,120.5195,101.377,143.75297
2/26/10,124.8093,60.5666,13.9492,23.263,34.5238,30.8456,61.1881,41.93,80.6907,35.8253,32.36,39.4447,60.8187,36.0508,65.2852,55.84,2.6605,68.0886,22.3107,50.1372,42.1525,137.5358,135.5652,115.8697,120.1104,101.5398,144.48406
3/31/10,132.4108,64.434,15.1911,24.8548,35.4447,32.0083,62.9147,44.04,86.9104,36.789,35.1739,42.3565,66.7465,38.9055,72.119,59.9321,2.7877,75.4423,24.05,53.8403,44.8675,137.5285,135.5555,114.6505,117.639,101.2661,145.42453
4/30/10,134.462,62.6269,15.3901,25.1657,34.0658,31.6645,65.5288,43.83,85.2788,37.7565,36.6714,40.2581,71.0103,38.9858,77.0691,60.9267,2.7559,80.816,24.4825,53.3941,43.1004,140.9868,136.875,116.5461,121.5474,101.5696,148.19717
5/31/10,123.7747,55.6172,13.9815,23.2838,31.8484,30.1976,58.0254,40.11,74.9667,35.6727,33.3274,35.1773,66.9744,35.2696,72.897,55.0733,2.6499,76.9569,23.5455,47.7502,38.197,141.2579,138.3568,119.966,127.7572,102.0302,146.25756
6/30/10,117.3712,54.4638,13.18,22.0272,31.2685,29.4341,54.5852,39.09,73.2735,35.4215,31.0355,34.3528,63.8584,32.683,69.0077,51.6994,2.6817,72.8764,22.651,46.9952,37.4814,143.0677,140.8028,123.6222,135.1609,102.4572,151.05363
7/30/10,125.3878,60.7872,14.0389,23.6685,31.6788,31.1425,59.1559,40.91,83.4059,38.0662,34.2715,39.5148,69.8642,36.8764,75.853,55.9598,2.7559,80.3751,24.6903,52.8838,42.6582,142.7218,142.007,124.7471,133.8805,102.6555,154.24129
8/31/10,119.7478,58.4803,12.9362,22.3404,31.1576,30.5653,56.2553,39.85,80.2891,38.6177,31.8954,36.7593,68.9579,35.7589,74.8925,51.6578,2.8089,79.5655,24.314,51.2953,40.6377,145.4932,143.8342,128.9351,145.1216,102.9002,158.64743
9/30/10,130.4716,64.312,13.7213,24.9453,33.9816,32.412,61.8799,42,91.1895,39.7364,35.5704,41.6686,72.1644,38.5321,78.2117,57.7602,2.9679,82.7622,26.6137,57.3427,45.2526,146.6363,143.8463,128.9337,141.4732,103.0219,159.37689
10/29/10,135.4559,66.7594,13.9265,26.3866,34.7394,33.4466,65.3901,42.57,91.2985,40.167,36.5939,44.1954,75.003,40.9065,81.6489,60.9206,3.2859,86.2513,26.9435,59.1354,47.3688,150.2644,144.065,128.9249,135.1531,103.2485,158.96064
11/30/10,135.4588,63.5391,13.8318,25.9531,33.7364,32.9235,69.2203,43.63,88.7032,38.9513,37.0828,39.2982,73.8123,41.365,80.2031,60.0474,3.2859,84.4332,26.6626,57.9895,43.4951,147.7202,142.8618,127.767,132.8724,103.0366,156.39292
12/31/10,144.5104,68.8129,15.3123,27.3948,35.2894,34.371,75.6703,46.67,94.8709,40.1578,39.8565,42.7815,77.1858,45.5143,83.9837,64.0798,2.9492,88.5776,28.8146,61.5734,47.2692,145.6737,141.9031,123.3919,127.9763,102.8679,155.22288
1/31/11,147.8775,70.2549,15.7443,28.2648,35.491,33.8667,81.1031,46.75,89.7228,40.6447,41.4224,45.4986,79.9444,45.5498,86.8052,66.5892,3.0249,92.3245,28.3584,58.7268,49.3511,145.7008,141.7824,123.3656,124.0332,103.0026,155.28014
2/28/11,153.0143,72.7488,16.1763,28.8847,36.599,34.8518,87.0791,49.32,91.0343,41.1444,42.3025,46.8328,83.5582,46.7585,90.9342,67.3613,3.0357,96.597,28.7282,59.6986,50.8673,146.7514,142.1953,123.1104,126.0821,102.8772,156.95814
3/31/11,153.0307,71.0113,15.7752,28.4388,37.2614,35.2845,88.7196,44.12,95.0057,41.237,43.2393,46.9905,82.6416,47.5774,89.4821,65.2954,2.9708,95.1902,29.5774,61.4934,50.3258,148.4965,141.8784,122.9204,126.1177,102.7431,156.1102
4/29/11,157.4627,75.0063,15.7656,29.1781,39.6585,37.1713,89.5306,45.04,95.2631,42.9061,44.4274,50.7386,86.4954,48.5879,94.815,67.2987,3.1869,100.8503,30.4714,61.9278,54.5617,152.0258,144.1022,125.1833,129.0649,103.2922,160.01642
5/31/11,155.6968,73.3516,15.2458,28.8726,40.6376,38.103,85.7827,43.93,92.1988,43.8248,43.1991,48.3248,87.3719,47.2564,96.1863,65.911,3.1869,102.642,31.8497,59.8815,52.7567,152.4284,145.8887,128.3206,133.4818,103.6684,162.04694
6/30/11,153.0675,72.477,14.8267,28.1559,40.1803,37.086,84.1341,45,91.2839,43.7593,42.9624,48.177,84.6586,47.0669,92.9832,63.9625,3.1869,99.124,31.0435,59.8992,51.7409,153.5692,145.2371,127.6712,130.3746,103.6635,160.75242
7/29/11,150.0055,70.7536,14.2906,28.2765,38.5857,36.611,85.3624,46.21,87.8242,43.3541,40.0091,44.5417,84.8411,45.441,94.5748,64.0044,2.9384,100.9559,29.2108,57.474,49.294,159.5563,147.6859,131.7181,136.1303,103.9606,164.65955
8/31/11,141.7589,64.5592,12.9238,26.7755,37.7715,36.6822,76.6419,42.5,81.5146,44.2952,37.3787,39.1074,80.3344,42.249,89.4649,59.7402,2.5387,95.5151,27.9142,54.631,44.4741,160.5814,149.9304,137.8439,149.286,104.3189,165.21782
9/30/11,131.9138,57.5815,11.4518,25.952,36.0756,35.472,65.5885,40.82,64.7263,44.3862,33.8977,33.8964,71.7586,35.2803,79.5118,57.2571,2.5387,84.5723,25.6407,45.1158,39.1868,160.5674,151.0849,140.9251,168.991,104.2135,165.79723
